,X_Cu/,X_Al,a-Al(500),a-Cu(500),a-Al(600),a-Cu(600),a-Al(700),a-Cu(700),a-Al(800),a-Cu(800)
,0.223,0.777,0.98618661,0.0014005782,0.8036149,0.0039735376,0.72660966,0.0056180712,0.72461748,0.0074505128
,0.224,0.776,0.98618661,0.0014005782,0.8017071,0.0040064862,0.724915,0.0056638329,0.72295826,0.0075100889
,0.225,0.775,0.98618661,0.0014005782,0.79979253,0.0040397137,0.72321509,0.0057099527,0.72129448,0.0075700989
,0.226,0.774,0.98618661,0.0014005782,0.79787121,0.004073223,0.72150992,0.0057564343,0.71962613,0.0076305468
,0.227,0.773,0.98618661,0.0014005782,0.79594313,0.0041070172,0.71979951,0.0058032812,0.71795323,0.0076914364
,0.228,0.772,0.98618661,0.0014005782,0.79400832,0.0041410991,0.71808386,0.0058504969,0.71627578,0.0077527719
,0.229,0.771,0.98618661,0.0014005782,0.79206677,0.004175472,0.71636297,0.0058980851,0.71459379,0.0078145573
,0.23,0.77,0.98618661,0.0014005782,0.7901185,0.0042101389,0.71463687,0.0059460494,0.71290726,0.0078767967
,0.231,0.769,0.98618661,0.0014005782,0.78816351,0.0042451029,0.71290555,0.0059943935,0.71121621,0.0079394941
,0.232,0.768,0.98618661,0.0014005782,0.78620181,0.0042803672,0.71116903,0.0060431212,0.70952063,0.0080026538
,0.233,0.767,0.98618661,0.0014005782,0.78423342,0.0043159349,0.70942731,0.0060922361,0.70782055,0.0080662799
,0.234,0.766,0.98618661,0.0014005782,0.78225834,0.0043518093,0.7076804,0.0061417421,0.70611597,0.0081303767
,0.235,0.765,0.98618661,0.0014005782,0.78027659,0.0043879937,0.70592831,0.006191643,0.7044069,0.0081949483
,0.236,0.764,0.98618661,0.0014005782,0.77828818,0.0044244912,0.70417106,0.0062419426,0.70269335,0.0082599992
,0.237,0.763,0.98618661,0.0014005782,0.77629312,0.0044613052,0.70240866,0.0062926448,0.70097533,0.0083255336
,0.238,0.762,0.98618661,0.0014005782,0.77429144,0.0044984391,0.70064111,0.0063437536,0.69925285,0.0083915558
,0.239,0.761,0.98618661,0.0014005782,0.77228313,0.0045358962,0.69886843,0.006395273,0.69752592,0.0084580704
,0.24,0.76,0.98618661,0.0014005782,0.77026822,0.00457368,0.69709063,0.0064472068,0.69579455,0.0085250817
,0.241,0.759,0.98618661,0.0014005782,0.76824672,0.0046117939,0.69530772,0.0064995592,0.69405875,0.0085925943
,0.242,0.758,0.98618661,0.0014005782,0.76621865,0.0046502414,0.69351972,0.0065523343,0.69231855,0.0086606125
,0.243,0.757,0.98618661,0.0014005782,0.76418403,0.004689026,0.69172664,0.0066055361,0.69057394,0.0087291411
,0.244,0.756,0.98618661,0.0014005782,0.76214287,0.0047281513,0.6899285,0.0066591688,0.68882494,0.0087981845
,0.245,0.755,0.98618661,0.0014005782,0.76009519,0.0047676208,0.68812531,0.0067132366,0.68707157,0.0088677475
,0.246,0.754,0.98618661,0.0014005782,0.75804102,0.0048074383,0.68631708,0.0067677437,0.68531384,0.0089378346
,0.247,0.753,0.98618661,0.0014005782,0.75598036,0.0048476073,0.68450383,0.0068226944,0.68355176,0.0090084507
,0.248,0.752,0.98618661,0.0014005782,0.75391325,0.0048881316,0.68268559,0.0068780931,0.68178535,0.0090796003
,0.249,0.751,0.98618661,0.0014005782,0.7518397,0.0049290149,0.68086235,0.0069339439,0.68001462,0.0091512884
,0.25,0.75,0.98618661,0.0014005782,0.74975974,0.0049702609,0.67903415,0.0069902514,0.67823959,0.0092235198
,0.251,0.749,0.98618661,0.0014005782,0.74767338,0.0050118736,0.677201,0.00704702,0.67646027,0.0092962994
,0.252,0.748,0.98618661,0.0014005782,0.74558065,0.0050538568,0.67536291,0.0071042541,0.67467668,0.0093696319
,0.253,0.747,0.98618661,0.0014005782,0.74348158,0.0050962144,0.67351991,0.0071619582,0.67288883,0.0094435225
,0.254,0.746,0.98618661,0.0014005782,0.74137619,0.0051389503,0.67167202,0.007220137,0.67109675,0.0095179761
,0.255,0.745,0.98618661,0.0014005782,0.7392645,0.0051820684,0.66981925,0.0072787949,0.66930045,0.0095929978
,0.256,0.744,0.98618661,0.0014005782,0.73714653,0.0052255729,0.66796163,0.0073379367,0.66749994,0.0096685926
,0.257,0.743,0.98618661,0.0014005782,0.73502233,0.0052694678,0.66609917,0.0073975671,0.66569525,0.0097447657
,0.258,0.742,0.98618661,0.0014005782,0.73289191,0.0053137572,0.6642319,0.0074576906,0.66388639,0.0098215222
,0.259,0.741,0.98618661,0.0014005782,0.7307553,0.0053584451,0.66235983,0.0075183122,0.66207338,0.0098988673
,0.26,0.74,0.98618661,0.0014005782,0.72861253,0.005403536,0.660483,0.0075794366,0.66025625,0.0099768064
,0.261,0.739,0.98618661,0.0014005782,0.72646363,0.0054490338,0.65860142,0.0076410688,0.658435,0.010055345
,0.262,0.738,0.98618661,0.0014005782,0.72430863,0.005494943,0.65671512,0.0077032135,0.65660966,0.010134488
,0.263,0.737,0.98618661,0.0014005782,0.72214756,0.0055412679,0.65482411,0.0077658758,0.65478026,0.01021424
,0.264,0.736,0.98618661,0.0014005782,0.71998045,0.0055880127,0.65292843,0.0078290607,0.6529468,0.010294609
,0.265,0.735,0.98618661,0.0014005782,0.71780733,0.005635182,0.6510281,0.0078927731,0.65110932,0.010375598
,0.266,0.734,0.98618661,0.0014005782,0.71562823,0.0056827802,0.64912314,0.0079570183,0.64926783,0.010457213
,0.267,0.733,0.98618661,0.0014005782,0.7134432,0.0057308118,0.64721358,0.0080218013,0.64742236,0.010539461
,0.268,0.732,0.98618661,0.0014005782,0.71125226,0.0057792814,0.64529944,0.0080871274,0.64557292,0.010622346
,0.269,0.731,0.98618661,0.0014005782,0.70905544,0.0058281934,0.64338075,0.0081530017,0.64371954,0.010705874
,0.27,0.73,0.98618661,0.0014005782,0.70685279,0.0058775527,0.64145754,0.0082194295,0.64186225,0.010790052
,0.271,0.729,0.98618661,0.0014005782,0.70464434,0.0059273638,0.63952984,0.0082864163,0.64000106,0.010874884
,0.272,0.728,0.98618661,0.0014005782,0.70243012,0.0059776316,0.63759767,0.0083539673,0.63813601,0.010960377
,0.273,0.727,0.98618661,0.0014005782,0.70021018,0.0060283608,0.63566106,0.0084220881,0.6362671,0.011046537
,0.274,0.726,0.98618661,0.0014005782,0.69798454,0.0060795562,0.63372004,0.0084907841,0.63439438,0.011133369
,0.275,0.725,0.98618661,0.0014005782,0.69575326,0.0061312228,0.63177464,0.0085600608,0.63251786,0.011220879
,0.276,0.724,0.98618661,0.0014005782,0.69351636,0.0061833655,0.62982489,0.0086299239,0.63063757,0.011309074
,0.277,0.723,0.98618661,0.0014005782,0.6912739,0.0062359892,0.62787081,0.008700379,0.62875353,0.01139796
,0.278,0.722,0.98618661,0.0014005782,0.6890259,0.0062890991,0.62591245,0.0087714317,0.62686578,0.011487542
,0.279,0.721,0.98618661,0.0014005782,0.68677241,0.0063427003,0.62394983,0.008843088,0.62497433,0.011577826
,0.28,0.72,0.98618661,0.0014005782,0.68451348,0.0063967978,0.62198298,0.0089153534,0.62307922,0.01166882
,0.281,0.719,0.98618661,0.0014005782,0.68224914,0.0064513969,0.62001194,0.008988234,0.62118047,0.01176053
,0.282,0.718,0.98618661,0.0014005782,0.67997944,0.0065065029,0.61803674,0.0090617356,0.6192781,0.011852961
,0.283,0.717,0.98618661,0.0014005782,0.67770443,0.006562121,0.6160574,0.0091358642,0.61737216,0.01194612
,0.284,0.716,0.98618661,0.0014005782,0.67542414,0.0066182567,0.61407397,0.0092106259,0.61546266,0.012040013
,0.285,0.715,0.98618661,0.0014005782,0.67313862,0.0066749154,0.61208648,0.0092860266,0.61354963,0.012134648
,0.286,0.714,0.98618661,0.0014005782,0.67084793,0.0067321025,0.61009497,0.0093620727,0.61163311,0.01223003
,0.287,0.713,0.98618661,0.0014005782,0.6685521,0.0067898236,0.60809946,0.0094387702,0.60971312,0.012326167
,0.288,0.712,0.98618661,0.0014005782,0.66625118,0.0068480843,0.6061,0.0095161254,0.60778969,0.012423064
,0.289,0.711,0.98618661,0.0014005782,0.66394523,0.0069068903,0.60409661,0.0095941446,0.60586286,0.012520729
,0.29,0.71,0.98618661,0.0014005782,0.66163428,0.0069662472,0.60208934,0.0096728343,0.60393265,0.012619169
,0.291,0.709,0.98618661,0.0014005782,0.65931839,0.0070261609,0.60007823,0.0097522009,0.6019991,0.012718389
,0.292,0.708,0.98618661,0.0014005782,0.65699762,0.0070866372,0.59806331,0.0098322508,0.60006223,0.012818398
,0.293,0.707,0.98618661,0.0014005782,0.654672,0.007147682,0.59604461,0.0099129906,0.59812208,0.012919202
,0.294,0.706,0.98618661,0.0014005782,0.65234159,0.0072093012,0.59402218,0.009994427,0.59617868,0.013020809
,0.295,0.705,0.98618661,0.0014005782,0.65000645,0.0072715009,0.59199606,0.010076567,0.59423206,0.013123224
,0.296,0.704,0.98618661,0.0014005782,0.64766662,0.0073342872,0.58996628,0.010159416,0.59228226,0.013226456
,0.297,0.703,0.98618661,0.0014005782,0.64532216,0.0073976662,0.58793289,0.010242983,0.59032931,0.013330512
,0.298,0.702,0.98618661,0.0014005782,0.64297312,0.0074616441,0.58589592,0.010327273,0.58837324,0.013435398
,0.299,0.701,0.98618661,0.0014005782,0.64061956,0.0075262272,0.58385542,0.010412293,0.58641409,0.013541123
,0.3,0.7,0.98618661,0.0014005782,0.63826153,0.0075914219,0.58181142,0.010498051,0.58445189,0.013647693
,0.301,0.699,0.98618661,0.0014005782,0.63589908,0.0076572346,0.57976397,0.010584554,0.58248668,0.013755116
,0.302,0.698,0.98618661,0.0014005782,0.63353228,0.0077236717,0.57771311,0.010671809,0.58051849,0.0138634
,0.303,0.697,0.98618661,0.0014005782,0.63116118,0.0077907399,0.57565889,0.010759823,0.57854735,0.013972551
,0.304,0.696,0.98618661,0.0014005782,0.62878584,0.0078584456,0.57360133,0.010848603,0.57657331,0.014082579
,0.305,0.695,0.98618661,0.0014005782,0.62640631,0.0079267957,0.5715405,0.010938157,0.57459639,0.01419349
,0.306,0.694,0.98618661,0.0014005782,0.62402266,0.0079957968,0.56947643,0.011028492,0.57261665,0.014305293
,0.307,0.693,0.98618661,0.0014005782,0.62163494,0.0080654558,0.56740916,0.011119615,0.5706341,0.014417994
,0.308,0.692,0.98618661,0.0014005782,0.61924322,0.0081357796,0.56533875,0.011211535,0.56864879,0.014531603
,0.309,0.691,0.98618661,0.0014005782,0.61684755,0.0082067752,0.56326523,0.011304258,0.56666077,0.014646126
,0.31,0.69,0.98618661,0.0014005782,0.61444799,0.0082784496,0.56118865,0.011397792,0.56467005,0.014761573
,0.311,0.689,0.98618661,0.0014005782,0.61204461,0.0083508099,0.55910906,0.011492146,0.56267669,0.014877951
,0.312,0.688,0.98618661,0.0014005782,0.60963747,0.0084238633,0.5570265,0.011587327,0.56068072,0.014995268
,0.313,0.687,0.98618661,0.0014005782,0.60722663,0.0084976172,0.55494102,0.011683343,0.55868219,0.015113532
,0.314,0.686,0.98618661,0.0014005782,0.60481216,0.0085720788,0.55285267,0.011780202,0.55668112,0.015232753
,0.315,0.685,0.98618661,0.0014005782,0.60239411,0.0086472555,0.5507615,0.011877911,0.55467757,0.015352938
,0.316,0.684,0.98618661,0.0014005782,0.59997256,0.0087231549,0.54866754,0.01197648,0.55267156,0.015474096
,0.317,0.683,0.98618661,0.0014005782,0.59754756,0.0087997846,0.54657086,0.012075917,0.55066315,0.015596235
,0.318,0.682,0.98618661,0.0014005782,0.5951192,0.0088771522,0.5444715,0.012176229,0.54865237,0.015719364
,0.319,0.681,0.98618661,0.0014005782,0.59268752,0.0089552654,0.54236951,0.012277425,0.54663926,0.015843491
,0.32,0.68,0.98618661,0.0014005782,0.59025259,0.0090341321,0.54026493,0.012379513,0.54462387,0.015968626
,0.321,0.679,0.98618661,0.0014005782,0.5878145,0.0091137602,0.53815783,0.012482502,0.54260623,0.016094777
,0.322,0.678,0.96996266,0.0014504295,0.58537329,0.0091941576,0.53604824,0.012586402,0.54058639,0.016221953
,0.323,0.677,0.94117774,0.0015451865,0.58443326,0.009225296,0.53393622,0.012691219,0.53856439,0.016350163
,0.324,0.676,0.91038905,0.00165648,0.58443326,0.009225296,0.53182182,0.012796964,0.53654027,0.016479417
,0.325,0.675,0.87722671,0.0017894977,0.58443326,0.009225296,0.5297051,0.012903644,0.53451408,0.016609722
,0.326,0.674,0.84119716,0.0019519668,0.58443326,0.009225296,0.5275861,0.013011269,0.53248586,0.016741089
,0.327,0.673,0.80161788,0.0021559814,0.58443326,0.009225296,0.52546488,0.013119849,0.53045566,0.016873527
,0.328,0.672,0.7575007,0.0024217211,0.58443326,0.009225296,0.52334148,0.013229391,0.5284235,0.017007045
,0.329,0.671,0.7073243,0.0027858781,0.58443326,0.009225296,0.52121597,0.013339906,0.52638946,0.017141652
,0.33,0.67,0.64853403,0.0033238503,0.58443326,0.009225296,0.5190884,0.013451402,0.52435355,0.017277358
,0.331,0.669,0.57622884,0.004223023,0.58443326,0.009225296,0.51695881,0.013563889,0.52231584,0.017414173
,0.332,0.668,0.53422334,0.0049202692,0.58443326,0.009225296,0.51482727,0.013677376,0.52027636,0.017552107
,0.333,0.667,0.53422334,0.0049202692,0.58443326,0.009225296,0.51269382,0.013791873,0.51823517,0.017691169
,0.334,0.666,0.53422334,0.0049202692,0.58443326,0.009225296,0.51055853,0.01390739,0.5161923,0.017831368
,0.335,0.665,0.53422334,0.0049202692,0.58443326,0.009225296,0.50842145,0.014023936,0.5141478,0.017972716
,0.336,0.664,0.53422334,0.0049202692,0.58443326,0.009225296,0.50628263,0.014141521,0.51210173,0.018115221
,0.337,0.663,0.53422334,0.0049202692,0.58443326,0.009225296,0.50414213,0.014260155,0.51005412,0.018258894
,0.338,0.662,0.53422334,0.0049202692,0.58443326,0.009225296,0.502,0.014379848,0.50800502,0.018403746
,0.339,0.661,0.53422334,0.0049202692,0.58443326,0.009225296,0.49985631,0.01450061,0.50595449,0.018549786
,0.34,0.66,0.53422334,0.0049202692,0.58443326,0.009225296,0.4977111,0.014622451,0.50390256,0.018697025
,0.341,0.659,0.53422334,0.0049202692,0.58443326,0.009225296,0.49556444,0.014745382,0.50184929,0.018845473
,0.342,0.658,0.53422334,0.0049202692,0.58443326,0.009225296,0.49341639,0.014869412,0.49979472,0.018995141
,0.343,0.657,0.53422334,0.0049202692,0.58443326,0.009225296,0.491267,0.014994554,0.4977389,0.019146039
,0.344,0.656,0.53422334,0.0049202692,0.58443326,0.009225296,0.48911632,0.015120816,0.49568189,0.019298178
,0.345,0.655,0.53422334,0.0049202692,0.58443326,0.009225296,0.48696443,0.015248209,0.49362372,0.019451569
,0.346,0.654,0.53422334,0.0049202692,0.58443326,0.009225296,0.48481137,0.015376745,0.49156445,0.019606224
,0.347,0.653,0.53422334,0.0049202692,0.58443326,0.009225296,0.4826572,0.015506435,0.48950413,0.019762151
,0.348,0.652,0.53422334,0.0049202692,0.58443326,0.009225296,0.48050199,0.015637288,0.4874428,0.019919364
,0.349,0.651,0.53422334,0.0049202692,0.58443326,0.009225296,0.4783458,0.015769317,0.48538053,0.020077873
,0.35,0.65,0.53422334,0.0049202692,0.58443326,0.009225296,0.47618867,0.015902532,0.48331734,0.020237688
,0.351,0.649,0.53422334,0.0049202692,0.58443326,0.009225296,0.47403069,0.016036946,0.48125331,0.020398823
,0.352,0.648,0.53422334,0.0049202692,0.58443326,0.009225296,0.47187189,0.016172568,0.47918847,0.020561287
,0.353,0.647,0.53422334,0.0049202692,0.58443326,0.009225296,0.46971235,0.016309411,0.47712289,0.020725093
,0.354,0.646,0.53422334,0.0049202692,0.58443326,0.009225296,0.46755213,0.016447486,0.4750566,0.020890253
,0.355,0.645,0.53422334,0.0049202692,0.58443326,0.009225296,0.46539129,0.016586806,0.47298966,0.021056777
,0.356,0.644,0.53422334,0.0049202692,0.58443326,0.009225296,0.46322988,0.016727381,0.47092212,0.021224678
,0.357,0.643,0.53422334,0.0049202692,0.58443326,0.009225296,0.46106797,0.016869223,0.46885404,0.021393967
,0.358,0.642,0.53422334,0.0049202692,0.58443326,0.009225296,0.45890563,0.017012346,0.46678547,0.021564658
,0.359,0.641,0.53422334,0.0049202692,0.58443326,0.009225296,0.45674291,0.017156761,0.46471645,0.021736761
,0.36,0.64,0.53422334,0.0049202692,0.58443326,0.009225296,0.45457987,0.017302479,0.46264704,0.021910289
,0.361,0.639,0.53422334,0.0049202692,0.58443326,0.009225296,0.45241659,0.017449514,0.46057729,0.022085254
,0.362,0.638,0.53422334,0.0049202692,0.58443326,0.009225296,0.45025311,0.017597879,0.45850726,0.022261669
,0.363,0.637,0.53422334,0.0049202692,0.58443326,0.009225296,0.44808951,0.017747584,0.45643699,0.022439547
,0.364,0.636,0.53422334,0.0049202692,0.58443326,0.009225296,0.44592585,0.017898644,0.45436655,0.022618899
,0.365,0.635,0.53422334,0.0049202692,0.58443326,0.009225296,0.44376219,0.018051072,0.45229598,0.022799739
,0.366,0.634,0.53422334,0.0049202692,0.58443326,0.009225296,0.44159859,0.018204879,0.45022533,0.02298208
,0.367,0.633,0.53422334,0.0049202692,0.58443326,0.009225296,0.43943512,0.01836008,0.44815467,0.023165934
,0.368,0.632,0.53422334,0.0049202692,0.58443326,0.009225296,0.43727185,0.018516687,0.44608404,0.023351314
,0.369,0.631,0.53422334,0.0049202692,0.58443326,0.009225296,0.43510883,0.018674714,0.4440135,0.023538234
,0.37,0.63,0.53422334,0.0049202692,0.58443326,0.009225296,0.43294613,0.018834174,0.44194311,0.023726707
,0.371,0.629,0.53422334,0.0049202692,0.58443326,0.009225296,0.43078381,0.018995081,0.4398729,0.023916747
,0.372,0.628,0.53422334,0.0049202692,0.58443326,0.009225296,0.42862195,0.019157448,0.43780296,0.024108366
,0.373,0.627,0.53422334,0.0049202692,0.58443326,0.009225296,0.4264606,0.019321289,0.43573331,0.024301578
,0.374,0.626,0.53422334,0.0049202692,0.58443326,0.009225296,0.42429982,0.019486619,0.43366403,0.024496398
,0.375,0.625,0.53422334,0.0049202692,0.58443326,0.009225296,0.42213969,0.019653451,0.43159516,0.024692838
,0.376,0.624,0.53422334,0.0049202692,0.58443326,0.009225296,0.41998027,0.019821799,0.42952676,0.024890913
,0.377,0.623,0.53422334,0.0049202692,0.58443326,0.009225296,0.41782163,0.019991678,0.42745888,0.025090637
,0.378,0.622,0.53422334,0.0049202692,0.58443326,0.009225296,0.41566382,0.020163102,0.42539159,0.025292024
,0.379,0.621,0.53422334,0.0049202692,0.58443326,0.009225296,0.41350692,0.020336086,0.42332493,0.025495088
,0.38,0.62,0.53422334,0.0049202692,0.58443326,0.009225296,0.41135099,0.020510645,0.42125896,0.025699844
,0.381,0.619,0.53422334,0.0049202692,0.58443326,0.009225296,0.4091961,0.020686792,0.41919374,0.025906306
,0.382,0.618,0.53422334,0.0049202692,0.58443326,0.009225296,0.4070423,0.020864545,0.41712932,0.026114489
,0.383,0.617,0.53422334,0.0049202692,0.58443326,0.009225296,0.40488968,0.021043916,0.41506575,0.026324407
,0.384,0.616,0.53422334,0.0049202692,0.58443326,0.009225296,0.40273829,0.021224923,0.4130031,0.026536075
,0.385,0.615,0.53422334,0.0049202692,0.58443326,0.009225296,0.4005882,0.021407579,0.41094142,0.026749509
,0.386,0.614,0.53422334,0.0049202692,0.58443326,0.009225296,0.39843947,0.021591902,0.40888077,0.026964723
,0.387,0.613,0.53422334,0.0049202692,0.58443326,0.009225296,0.39629218,0.021777905,0.40682119,0.027181733
,0.388,0.612,0.53422334,0.0049202692,0.58443326,0.009225296,0.39414638,0.021965606,0.40476275,0.027400554
,0.389,0.611,0.53422334,0.0049202692,0.58443326,0.009225296,0.39200215,0.02215502,0.40270551,0.027621201
,0.39,0.61,0.53422334,0.0049202692,0.58443326,0.009225296,0.38985955,0.022346163,0.40064952,0.02784369
,0.391,0.609,0.53422334,0.0049202692,0.58443326,0.009225296,0.38771865,0.022539052,0.39859483,0.028068037
,0.392,0.608,0.53422334,0.0049202692,0.58443326,0.009225296,0.38557951,0.022733703,0.3965415,0.028294258
,0.393,0.607,0.53422334,0.0049202692,0.58443326,0.009225296,0.3834422,0.022930132,0.3944896,0.028522368
,0.394,0.606,0.53422334,0.0049202692,0.58443326,0.009225296,0.38130678,0.023128357,0.39243917,0.028752383
,0.395,0.605,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.39039027,0.028984321
,0.396,0.604,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.38834296,0.029218196
,0.397,0.603,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.38629729,0.029454026
,0.398,0.602,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.38425333,0.029691828
,0.399,0.601,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.38221113,0.029931617
,0.4,0.6,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.38017074,0.030173412
,0.401,0.599,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.37813222,0.030417228
,0.402,0.598,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.37609563,0.030663083
,0.403,0.597,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.37406102,0.030910994
,0.404,0.596,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.37202846,0.031160979
,0.405,0.595,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.369998,0.031413055
,0.406,0.594,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.36796969,0.031667241
,0.407,0.593,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.36594359,0.031923552
,0.408,0.592,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.36391976,0.032182009
,0.409,0.591,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.36189825,0.032442628
,0.41,0.59,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.35987913,0.032705429
,0.411,0.589,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.35786244,0.032970428
,0.412,0.588,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.35584824,0.033237646
,0.413,0.587,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.3538366,0.0335071
,0.414,0.586,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.35182756,0.03377881
,0.415,0.585,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.34982119,0.034052794
,0.416,0.584,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.34781753,0.034329072
,0.417,0.583,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.34581665,0.034607662
,0.418,0.582,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.3438186,0.034888584
,0.419,0.581,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.34182344,0.035171858
,0.42,0.58,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.33983122,0.035457504
,0.421,0.579,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.33784199,0.035745541
,0.422,0.578,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.33585582,0.036035988
,0.423,0.577,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.33387276,0.036328868
,0.424,0.576,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.33189286,0.036624199
,0.425,0.575,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.32991619,0.036922002
,0.426,0.574,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.32794278,0.037222298
,0.427,0.573,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.32597271,0.037525108
,0.428,0.572,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.32400602,0.037830452
,0.429,0.571,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.32204278,0.038138352
,0.43,0.57,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.32008302,0.038448829
,0.431,0.569,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.31812681,0.038761904
,0.432,0.568,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.31617421,0.039077599
,0.433,0.567,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.31422526,0.039395935
,0.434,0.566,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.31228002,0.039716935
,0.435,0.565,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.31033854,0.04004062
,0.436,0.564,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.30840089,0.040367013
,0.437,0.563,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.3064671,0.040696137
,0.438,0.562,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.30453724,0.041028013
,0.439,0.561,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.30261135,0.041362664
,0.44,0.56,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.30068949,0.041700114
,0.441,0.559,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.29877172,0.042040386
,0.442,0.558,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.29685807,0.042383501
,0.443,0.557,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.29494862,0.042729485
,0.444,0.556,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.2930434,0.043078361
,0.445,0.555,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.29114247,0.043430152
,0.446,0.554,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.28924589,0.043784882
,0.447,0.553,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.28735369,0.044142575
,0.448,0.552,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.28546594,0.044503256
,0.449,0.551,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.28358268,0.04486695
,0.45,0.55,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.28170397,0.045233679
,0.451,0.549,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.27982985,0.045603471
,0.452,0.548,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.27796037,0.045976349
,0.453,0.547,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.27609559,0.046352338
,0.454,0.546,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.27423555,0.046731465
,0.455,0.545,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.2723803,0.047113754
,0.456,0.544,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.27052989,0.047499231
,0.457,0.543,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.26868437,0.047887922
,0.458,0.542,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.26684379,0.048279854
